date,symbol,open,high,low,close,volume
2025-02-10,CRYPTO_BTC,96462.75,98345.0,95256.0,97430.82,20572.87537
2025-02-11,CRYPTO_BTC,97430.82,98478.42,94876.88,95778.2,18647.76379
2025-02-12,CRYPTO_BTC,95778.21,98119.99,94088.23,97869.99,29151.16625
2025-02-13,CRYPTO_BTC,97870.0,98083.91,95217.36,96608.14,19921.77616
2025-02-14,CRYPTO_BTC,96608.13,98826.0,96252.82,97500.48,18173.02646
2025-02-15,CRYPTO_BTC,97500.47,97972.26,97223.58,97569.66,7349.37683
2025-02-16,CRYPTO_BTC,97569.67,97704.47,96046.18,96118.12,8191.4249
2025-02-17,CRYPTO_BTC,96118.12,97046.59,95205.0,95780.0,16492.0451
2025-02-18,CRYPTO_BTC,95780.01,96753.91,93388.09,95671.74,23368.19471
2025-02-19,CRYPTO_BTC,95671.74,96899.99,95029.99,96644.37,16438.50954
2025-02-20,CRYPTO_BTC,96644.37,98711.36,96415.09,98305.0,17057.39177
2025-02-21,CRYPTO_BTC,98305.01,99475.0,94871.95,96181.98,32249.2814
2025-02-22,CRYPTO_BTC,96181.99,96980.0,95770.49,96551.01,11268.17708
2025-02-23,CRYPTO_BTC,96551.01,96650.0,95227.94,96258.0,10884.84913
2025-02-24,CRYPTO_BTC,96258.0,96500.0,91349.26,91552.88,31550.10299
2025-02-25,CRYPTO_BTC,91552.88,92540.69,86050.99,88680.4,78333.11111
2025-02-26,CRYPTO_BTC,88680.39,89414.15,82256.01,84250.09,56893.54409
2025-02-27,CRYPTO_BTC,84250.09,87078.46,82716.49,84708.58,42505.45439
2025-02-28,CRYPTO_BTC,84708.57,85120.0,78258.52,84349.94,83648.03969
2025-03-01,CRYPTO_BTC,84349.95,86558.0,83824.78,86064.53,25785.05464
2025-03-02,CRYPTO_BTC,86064.54,95000.0,85050.6,94270.0,54889.09045
2025-03-03,CRYPTO_BTC,94269.99,94416.46,85117.11,86220.61,59171.10218
2025-03-04,CRYPTO_BTC,86221.16,88967.52,81500.0,87281.98,55609.10706
2025-03-05,CRYPTO_BTC,87281.98,91000.0,86334.53,90606.01,38264.01163
2025-03-06,CRYPTO_BTC,90606.0,92810.64,87836.0,89931.89,34342.44902
2025-03-07,CRYPTO_BTC,89931.88,91283.02,84667.03,86801.75,57980.35713
2025-03-08,CRYPTO_BTC,86801.74,86897.25,85218.47,86222.45,12989.23054
2025-03-09,CRYPTO_BTC,86222.46,86500.0,80000.0,80734.37,26115.39345
2025-03-10,CRYPTO_BTC,80734.48,84123.46,77459.91,78595.86,47633.38405
2025-03-11,CRYPTO_BTC,78595.86,83617.4,76606.0,82932.99,48770.06853
2025-03-12,CRYPTO_BTC,82932.99,84539.85,80607.65,83680.12,31933.986
2025-03-13,CRYPTO_BTC,83680.12,84336.33,79939.9,81115.78,27546.27412
2025-03-14,CRYPTO_BTC,81115.78,85309.71,80818.84,83983.2,26858.52755
2025-03-15,CRYPTO_BTC,83983.19,84676.28,83618.0,84338.44,11324.7332
2025-03-16,CRYPTO_BTC,84338.44,85117.04,81981.12,82574.53,17596.12531
2025-03-17,CRYPTO_BTC,82574.52,84756.83,82456.0,84010.03,17214.74358
2025-03-18,CRYPTO_BTC,84010.02,84021.74,81134.66,82715.03,17610.89883
2025-03-19,CRYPTO_BTC,82715.03,87000.0,82547.16,86845.94,28151.05374
2025-03-20,CRYPTO_BTC,86845.93,87453.67,83655.23,84223.39,22090.30463
2025-03-21,CRYPTO_BTC,84223.38,84850.33,83175.25,84088.79,11956.97443
2025-03-22,CRYPTO_BTC,84088.79,84539.17,83625.1,83840.59,5420.22114
2025-03-23,CRYPTO_BTC,83840.59,86129.64,83809.75,86082.5,8461.97813
2025-03-24,CRYPTO_BTC,86082.5,88765.43,85519.09,87498.16,30115.62111
2025-03-25,CRYPTO_BTC,87498.16,88539.63,86310.0,87392.87,22643.25248
2025-03-26,CRYPTO_BTC,87392.88,88275.0,85860.0,86909.17,18408.78485
2025-03-27,CRYPTO_BTC,86909.17,87756.39,85800.0,87232.01,17098.03897
2025-03-28,CRYPTO_BTC,87232.01,87515.67,83585.0,84424.38,27182.73169
2025-03-29,CRYPTO_BTC,84424.38,84624.73,81644.81,82648.54,11696.39864
2025-03-30,CRYPTO_BTC,82648.53,83534.64,81565.0,82389.99,9864.49508
2025-03-31,CRYPTO_BTC,82390.0,83943.08,81278.52,82550.01,20569.13885
2025-04-01,CRYPTO_BTC,82550.0,85579.46,82432.74,85158.34,20190.39697
2025-04-02,CRYPTO_BTC,85158.35,88500.0,82320.0,82516.29,39931.457
2025-04-03,CRYPTO_BTC,82516.28,83998.02,81211.24,83213.09,27337.84135
2025-04-04,CRYPTO_BTC,83213.09,84720.0,81659.0,83889.87,32915.53976
2025-04-05,CRYPTO_BTC,83889.87,84266.0,82379.95,83537.99,9360.40468
2025-04-06,CRYPTO_BTC,83537.99,83817.63,77153.83,78430.0,27942.71436
2025-04-07,CRYPTO_BTC,78430.0,81243.58,74508.0,79163.24,78387.53089
2025-04-08,CRYPTO_BTC,79163.24,80867.99,76239.9,76322.42,35317.32063
2025-04-09,CRYPTO_BTC,76322.42,83588.0,74620.0,82615.22,75488.28772
2025-04-10,CRYPTO_BTC,82615.22,82753.21,78464.36,79607.3,33284.80718
2025-04-11,CRYPTO_BTC,79607.3,84300.0,78969.58,83423.84,34435.43797
2025-04-12,CRYPTO_BTC,83423.83,85905.0,82792.95,85276.9,18470.74437
2025-04-13,CRYPTO_BTC,85276.91,86100.0,83034.23,83760.0,24680.04181
2025-04-14,CRYPTO_BTC,83760.0,85799.99,83678.0,84591.58,28659.09348
2025-04-15,CRYPTO_BTC,84591.58,86496.42,83600.0,83643.99,20910.99528
2025-04-16,CRYPTO_BTC,83643.99,85500.0,83111.64,84030.38,20867.24519
2025-04-17,CRYPTO_BTC,84030.38,85470.01,83736.26,84947.91,13728.84772
2025-04-18,CRYPTO_BTC,84947.92,85132.08,84303.96,84474.69,6529.96315
2025-04-19,CRYPTO_BTC,84474.7,85677.99,84364.45,85077.01,9666.58153
2025-04-20,CRYPTO_BTC,85077.0,85320.76,83949.52,85179.24,8091.67725
2025-04-21,CRYPTO_BTC,85179.24,88465.99,85144.76,87516.23,31773.37262
2025-04-22,CRYPTO_BTC,87516.22,93888.0,87076.03,93442.99,43872.74705
2025-04-23,CRYPTO_BTC,93442.99,94696.05,91935.41,93691.08,27404.16808
2025-04-24,CRYPTO_BTC,93691.07,94005.0,91660.01,93980.47,19497.06071
2025-04-25,CRYPTO_BTC,93980.47,95758.04,92855.96,94638.68,27500.66648
2025-04-26,CRYPTO_BTC,94638.68,95199.0,93870.69,94628.0,9415.06875
2025-04-27,CRYPTO_BTC,94628.0,95369.0,93602.58,93749.3,11162.841
2025-04-28,CRYPTO_BTC,93749.29,95630.0,92800.01,95011.18,22157.53351
2025-04-29,CRYPTO_BTC,95011.18,95461.53,93742.54,94256.82,16955.3402
2025-04-30,CRYPTO_BTC,94256.82,95228.45,92910.0,94172.0,17661.2751
2025-05-01,CRYPTO_BTC,94172.0,97424.02,94130.43,96489.91,21380.45343
2025-05-02,CRYPTO_BTC,96489.9,97895.68,96350.0,96887.14,14905.74811
2025-05-03,CRYPTO_BTC,96887.13,96935.67,95753.01,95856.42,9723.34838
2025-05-04,CRYPTO_BTC,95856.42,96304.48,94151.38,94277.62,11036.38342
2025-05-05,CRYPTO_BTC,94277.61,95199.0,93514.1,94733.68,17251.18189
2025-05-06,CRYPTO_BTC,94733.68,96920.65,93377.0,96834.02,16122.64513
2025-05-07,CRYPTO_BTC,96834.02,97732.0,95784.61,97030.5,16644.83854
2025-05-08,CRYPTO_BTC,97030.5,104145.76,96876.29,103261.6,34962.02847
2025-05-09,CRYPTO_BTC,103261.61,104361.3,102315.14,102971.99,27617.39907
2025-05-10,CRYPTO_BTC,102971.99,104984.57,102818.76,104809.53,15324.78611
2025-05-11,CRYPTO_BTC,104809.53,104972.0,103345.06,104118.0,17987.12197
2025-05-12,CRYPTO_BTC,104118.0,105819.45,100718.37,102791.32,31272.77792
2025-05-13,CRYPTO_BTC,102791.32,104976.25,101429.7,104103.72,21253.42409
2025-05-14,CRYPTO_BTC,104103.72,104356.95,102602.05,103507.82,16452.9081
2025-05-15,CRYPTO_BTC,103507.83,104192.7,101383.07,103763.71,17998.98604
2025-05-16,CRYPTO_BTC,103763.71,104550.33,103100.49,103463.9,15683.88024
2025-05-17,CRYPTO_BTC,103463.9,103709.86,102612.5,103126.65,11250.89622
2025-05-18,CRYPTO_BTC,103126.65,106660.0,103105.09,106454.26,21599.98726
2025-05-19,CRYPTO_BTC,106454.27,107108.62,102000.0,105573.74,30260.03524
2025-05-20,CRYPTO_BTC,105573.73,107320.0,104184.72,106849.99,23705.48275
2025-05-21,CRYPTO_BTC,106850.0,110797.38,106100.01,109643.99,45531.040345
2025-05-22,CRYPTO_BTC,109643.99,111980.0,109177.37,111696.21,31630.77313
2025-05-23,CRYPTO_BTC,111696.22,111800.0,106800.0,107318.3,31737.72309
2025-05-24,CRYPTO_BTC,107318.3,109506.03,106875.41,107761.91,16782.53129
2025-05-25,CRYPTO_BTC,107761.9,109299.99,106600.64,109004.19,17710.04695
2025-05-26,CRYPTO_BTC,109004.2,110422.22,108670.58,109434.79,14649.11593
2025-05-27,CRYPTO_BTC,109434.78,110718.0,107516.57,108938.17,21276.65635
2025-05-28,CRYPTO_BTC,108938.17,109284.7,106769.43,107781.78,15633.78829
2025-05-29,CRYPTO_BTC,107781.78,108891.91,105322.86,105589.75,19834.70116
2025-05-30,CRYPTO_BTC,105589.75,106313.12,103621.0,103985.48,23706.49799
2025-05-31,CRYPTO_BTC,103985.47,104900.0,103068.55,104591.88,11289.35922
2025-06-01,CRYPTO_BTC,104591.88,105866.91,103752.49,105642.93,9709.70006
2025-06-02,CRYPTO_BTC,105642.93,105935.63,103659.88,105857.99,13453.98813
2025-06-03,CRYPTO_BTC,105858.0,106794.67,104872.5,105376.89,13259.52634
2025-06-04,CRYPTO_BTC,105376.9,106000.0,104179.0,104696.86,14034.89482
2025-06-05,CRYPTO_BTC,104696.86,105909.71,100372.26,101508.68,22321.50154
2025-06-06,CRYPTO_BTC,101508.69,105333.0,101095.8,104288.44,15839.07385
2025-06-07,CRYPTO_BTC,104288.43,105900.0,103871.09,105552.15,8344.93206
2025-06-08,CRYPTO_BTC,105552.15,106488.14,104964.14,105734.0,8048.06305
2025-06-09,CRYPTO_BTC,105734.01,110530.17,105318.37,110263.02,19975.37451
2025-06-10,CRYPTO_BTC,110263.02,110400.0,108331.03,110274.39,17071.82839
2025-06-11,CRYPTO_BTC,110274.39,110392.01,108064.0,108645.12,13115.91638
2025-06-12,CRYPTO_BTC,108645.13,108813.55,105671.72,105671.73,17778.67218
2025-06-13,CRYPTO_BTC,105671.74,106179.53,102664.31,106066.59,26180.81734
2025-06-14,CRYPTO_BTC,106066.59,106252.0,104300.0,105414.64,8798.93969
2025-06-15,CRYPTO_BTC,105414.63,106128.57,104494.53,105594.01,7164.20047
2025-06-16,CRYPTO_BTC,105594.02,108952.38,104980.37,106794.53,14922.6654
2025-06-17,CRYPTO_BTC,106794.53,107771.34,103371.02,104551.17,17866.33025
2025-06-18,CRYPTO_BTC,104551.17,105550.27,103500.0,104886.78,13968.64167
2025-06-19,CRYPTO_BTC,104886.79,105226.17,103929.27,104658.59,7678.60737
2025-06-20,CRYPTO_BTC,104658.59,106524.65,102345.0,103297.99,16419.06283
2025-06-21,CRYPTO_BTC,103297.98,103982.64,100837.9,102120.01,11154.21332
2025-06-22,CRYPTO_BTC,102120.02,103399.62,98200.0,100963.87,28746.41072
2025-06-23,CRYPTO_BTC,100963.87,106074.2,99613.33,105333.93,27666.50609
2025-06-24,CRYPTO_BTC,105333.94,106290.0,104622.02,106083.0,14651.69335
2025-06-25,CRYPTO_BTC,106083.0,108135.3,105808.03,107340.58,16701.15551
2025-06-26,CRYPTO_BTC,107340.59,108272.45,106562.5,106947.06,10573.27279
2025-06-27,CRYPTO_BTC,106947.06,107735.34,106356.76,107047.59,12232.44042
2025-06-28,CRYPTO_BTC,107047.58,107577.75,106811.51,107296.79,3282.17352
2025-06-29,CRYPTO_BTC,107296.79,108528.5,107172.52,108356.93,6831.7364
2025-06-30,CRYPTO_BTC,108356.93,108789.99,106733.33,107146.5,9754.12491
2025-07-01,CRYPTO_BTC,107146.51,107540.0,105250.85,105681.14,10505.62437
2025-07-02,CRYPTO_BTC,105681.13,109730.0,105100.19,108849.6,17691.89592
2025-07-03,CRYPTO_BTC,108849.59,110529.18,108530.4,109584.78,13047.08225
2025-07-04,CRYPTO_BTC,109584.77,109767.59,107245.0,107984.24,11793.86615
2025-07-05,CRYPTO_BTC,107984.25,108420.56,107756.31,108198.12,3736.9757
2025-07-06,CRYPTO_BTC,108198.12,109700.0,107800.01,109203.84,6447.607
2025-07-07,CRYPTO_BTC,109203.85,109700.0,107513.2,108262.94,9405.37601
2025-07-08,CRYPTO_BTC,108262.94,109216.56,107429.57,108922.98,9216.0208
2025-07-09,CRYPTO_BTC,108922.99,111999.79,108324.53,111233.99,17282.2865
2025-07-10,CRYPTO_BTC,111234.0,116868.0,110500.0,116010.0,24883.450665
2025-07-11,CRYPTO_BTC,116010.01,118869.98,115222.22,117527.66,25873.521148
2025-07-12,CRYPTO_BTC,117527.66,118200.0,116900.05,117420.0,8446.60437
2025-07-13,CRYPTO_BTC,117420.0,119488.0,117224.79,119086.64,9550.792947
2025-07-14,CRYPTO_BTC,119086.65,123218.0,118905.18,119841.18,27269.348877
2025-07-15,CRYPTO_BTC,119841.17,119940.83,115736.92,117758.09,32018.46083
2025-07-16,CRYPTO_BTC,117758.08,120063.84,117017.29,118630.43,17039.90851
2025-07-17,CRYPTO_BTC,118630.44,120998.71,117453.57,119177.56,15728.57651
2025-07-18,CRYPTO_BTC,119177.56,120820.71,116812.76,117924.84,19924.66266
2025-07-19,CRYPTO_BTC,117924.84,118499.9,117277.34,117840.0,6635.80306
2025-07-20,CRYPTO_BTC,117840.01,118856.8,116467.02,117265.12,12962.92889
2025-07-21,CRYPTO_BTC,117265.11,119676.73,116515.0,117380.36,17107.33128
2025-07-22,CRYPTO_BTC,117380.36,120247.8,116128.0,119954.42,20959.12973
2025-07-23,CRYPTO_BTC,119954.43,120090.0,117301.0,118755.99,14558.75083
2025-07-24,CRYPTO_BTC,118756.0,119450.0,117103.1,118340.99,15806.89043
2025-07-25,CRYPTO_BTC,118340.98,118451.57,114723.16,117614.31,38406.34873
2025-07-26,CRYPTO_BTC,117614.31,118297.35,117138.38,117919.99,6991.67206
2025-07-27,CRYPTO_BTC,117919.99,119766.65,117825.5,119415.55,9328.30919
2025-07-28,CRYPTO_BTC,119415.56,119800.0,117427.5,118062.32,13961.74754
2025-07-29,CRYPTO_BTC,118062.32,119273.36,116950.75,117950.76,15137.93445
2025-07-30,CRYPTO_BTC,117950.75,118792.0,115796.23,117840.3,15586.73631
2025-07-31,CRYPTO_BTC,117840.29,118922.45,115500.0,115764.08,17010.0073
2025-08-01,CRYPTO_BTC,115764.07,116052.0,112722.58,113297.93,24487.10206
2025-08-02,CRYPTO_BTC,113297.92,114063.49,112003.0,112546.35,11507.33428
2025-08-03,CRYPTO_BTC,112546.35,114799.97,111920.0,114208.8,7397.76046
2025-08-04,CRYPTO_BTC,114208.81,115720.0,114107.6,115055.03,9667.67916
2025-08-05,CRYPTO_BTC,115055.03,115127.81,112650.0,114129.75,12042.79078
2025-08-06,CRYPTO_BTC,114129.75,115716.0,113355.13,114992.27,9761.15318
2025-08-07,CRYPTO_BTC,114992.27,117621.0,114259.0,117472.01,13468.56263
2025-08-08,CRYPTO_BTC,117472.02,117630.0,115878.71,116674.74,10045.31278
2025-08-09,CRYPTO_BTC,116674.74,117944.05,116299.13,116462.25,9514.13144
2025-08-10,CRYPTO_BTC,116462.25,119311.11,116460.63,119294.01,14322.77073
2025-08-11,CRYPTO_BTC,119294.27,122335.16,118050.11,118686.0,26494.33429
2025-08-12,CRYPTO_BTC,118686.0,120324.43,118207.47,120134.08,16720.10893
2025-08-13,CRYPTO_BTC,120134.09,123667.79,118920.92,123306.43,23210.07102
2025-08-14,CRYPTO_BTC,123306.44,124474.0,117180.0,118295.09,27980.947586
2025-08-15,CRYPTO_BTC,118295.09,119216.82,116803.99,117342.05,13623.33874
2025-08-16,CRYPTO_BTC,117342.04,117898.99,117143.98,117380.66,6393.68117
2025-08-17,CRYPTO_BTC,117380.66,118575.0,117172.21,117405.01,5898.64192
2025-08-18,CRYPTO_BTC,117405.01,117543.75,114640.14,116227.05,17745.93954
2025-08-19,CRYPTO_BTC,116227.05,116725.69,112732.58,112872.94,18065.47424
2025-08-20,CRYPTO_BTC,112872.95,114615.38,112380.0,114271.24,15636.34194
2025-08-21,CRYPTO_BTC,114271.23,114821.76,112015.67,112500.0,10839.69235
2025-08-22,CRYPTO_BTC,112500.0,117429.05,111684.79,116935.99,23128.09037
2025-08-23,CRYPTO_BTC,116936.0,117030.0,114560.0,115438.05,11329.36197
2025-08-24,CRYPTO_BTC,115438.06,115666.68,110680.0,113493.59,21175.98462
2025-08-25,CRYPTO_BTC,113493.59,113667.28,109274.1,110111.98,25182.79379
2025-08-26,CRYPTO_BTC,110111.98,112371.0,108666.66,111763.22,18452.43877
2025-08-27,CRYPTO_BTC,111763.22,112625.0,110345.42,111262.01,13392.60875
2025-08-28,CRYPTO_BTC,111262.01,113485.9,110862.42,112566.9,11104.27744
2025-08-29,CRYPTO_BTC,112566.9,112638.64,107463.9,108377.4,22580.31045
2025-08-30,CRYPTO_BTC,108377.4,108926.15,107350.1,108816.33,10708.39159
2025-08-31,CRYPTO_BTC,108816.33,109480.02,108076.93,108246.35,9489.51596
2025-09-01,CRYPTO_BTC,108246.36,109912.4,107255.0,109237.42,16053.60219
2025-09-02,CRYPTO_BTC,109237.43,111771.52,108393.39,111240.01,18510.28756
2025-09-03,CRYPTO_BTC,111240.01,112575.27,110528.71,111705.71,11773.72084
2025-09-04,CRYPTO_BTC,111705.72,112180.0,109329.12,110730.87,12203.13536
2025-09-05,CRYPTO_BTC,110730.87,113384.62,110206.96,110659.99,21587.40888
2025-09-06,CRYPTO_BTC,110660.0,111307.7,109977.0,110187.97,5000.29897
2025-09-07,CRYPTO_BTC,110187.98,111600.0,110180.0,111137.34,5681.29944
2025-09-08,CRYPTO_BTC,111137.35,112924.37,110621.78,112065.23,11582.40211
2025-09-09,CRYPTO_BTC,112065.23,113293.29,110766.66,111546.39,15379.28248
2025-09-10,CRYPTO_BTC,111546.38,114313.13,110917.45,113960.0,17517.41823
2025-09-11,CRYPTO_BTC,113960.0,115488.09,113430.0,115482.69,13676.73119
2025-09-12,CRYPTO_BTC,115482.69,116665.63,114740.99,116029.42,15324.10719
2025-09-13,CRYPTO_BTC,116029.41,116298.78,115127.27,115918.29,8269.40394
2025-09-14,CRYPTO_BTC,115918.29,116165.19,115135.0,115268.01,6707.60197
2025-09-15,CRYPTO_BTC,115268.01,116757.99,114384.0,115349.71,13212.51149
2025-09-16,CRYPTO_BTC,115349.71,116964.27,114737.11,116788.96,10926.9094
2025-09-17,CRYPTO_BTC,116788.96,117286.73,114720.81,116447.59,16754.2454
2025-09-18,CRYPTO_BTC,116447.6,117900.0,116092.76,117073.53,11657.23365
2025-09-19,CRYPTO_BTC,117073.53,117459.99,115100.0,115632.38,8992.09065
2025-09-20,CRYPTO_BTC,115632.39,116121.81,115408.47,115685.63,4674.92752
2025-09-21,CRYPTO_BTC,115685.63,115819.06,115188.0,115232.29,4511.52219
2025-09-22,CRYPTO_BTC,115232.29,115379.25,111800.0,112650.99,20781.71356
2025-09-23,CRYPTO_BTC,112650.99,113290.5,111458.73,111998.8,12301.3203
2025-09-24,CRYPTO_BTC,111998.8,113940.0,111042.66,113307.0,12369.25967
2025-09-25,CRYPTO_BTC,113307.01,113510.23,108631.51,108994.49,21231.14957
2025-09-26,CRYPTO_BTC,108994.49,110300.0,108620.07,109643.46,14243.01591
2025-09-27,CRYPTO_BTC,109643.46,109743.91,109064.4,109635.85,5501.78643
2025-09-28,CRYPTO_BTC,109635.85,112350.0,109189.99,112163.95,7542.3316
2025-09-29,CRYPTO_BTC,112163.96,114400.0,111560.65,114311.96,15541.12005
2025-09-30,CRYPTO_BTC,114311.97,114792.0,112656.27,114048.93,15044.15633
2025-10-01,CRYPTO_BTC,114048.94,118649.1,113966.67,118594.99,20036.39516
2025-10-02,CRYPTO_BTC,118594.99,121022.07,118279.31,120529.35,19670.83503
2025-10-03,CRYPTO_BTC,120529.35,123894.99,119248.3,122232.0,23936.328
2025-10-04,CRYPTO_BTC,122232.21,122800.0,121510.0,122391.0,8208.16678
2025-10-05,CRYPTO_BTC,122390.99,125708.42,122136.0,123482.31,22043.097553
2025-10-06,CRYPTO_BTC,123482.32,126199.63,123084.0,124658.54,19494.628793
2025-10-07,CRYPTO_BTC,124658.54,125126.0,120574.94,121332.95,21633.99385
2025-10-08,CRYPTO_BTC,121332.96,124197.25,121066.14,123306.0,17012.618
2025-10-09,CRYPTO_BTC,123306.01,123762.94,119651.47,121662.4,21559.36007
2025-10-10,CRYPTO_BTC,121662.41,122550.0,102000.0,112774.5,64171.93927
2025-10-11,CRYPTO_BTC,112774.49,113322.39,109561.59,110644.4,35448.51652
2025-10-12,CRYPTO_BTC,110644.4,115770.0,109565.06,114958.8,32255.30272
2025-10-13,CRYPTO_BTC,114958.81,115963.81,113616.5,115166.0,22557.24033
2025-10-14,CRYPTO_BTC,115166.0,115409.96,109866.0,113028.14,31870.32974
2025-10-15,CRYPTO_BTC,113028.13,113612.35,110164.0,110763.28,22986.48811
2025-10-16,CRYPTO_BTC,110763.28,111982.45,107427.0,108194.28,29857.17252
2025-10-17,CRYPTO_BTC,108194.27,109240.0,103528.23,106431.68,37920.66838
2025-10-18,CRYPTO_BTC,106431.68,107499.0,106322.2,107185.01,11123.18766
2025-10-19,CRYPTO_BTC,107185.0,109450.07,106103.36,108642.78,15480.66423
2025-10-20,CRYPTO_BTC,108642.77,111705.56,107402.52,110532.09,19193.4416
2025-10-21,CRYPTO_BTC,110532.09,114000.0,107473.72,108297.67,37228.01659
2025-10-22,CRYPTO_BTC,108297.66,109163.88,106666.69,107567.44,28610.78451
2025-10-23,CRYPTO_BTC,107567.45,111293.61,107500.0,110078.18,17573.09294
2025-10-24,CRYPTO_BTC,110078.19,112104.98,109700.01,111004.89,15005.16913
2025-10-25,CRYPTO_BTC,111004.9,111943.19,110672.86,111646.27,6407.96864
2025-10-26,CRYPTO_BTC,111646.27,115466.8,111260.45,114559.4,13454.47737
2025-10-27,CRYPTO_BTC,114559.41,116400.0,113830.01,114107.65,21450.23241
2025-10-28,CRYPTO_BTC,114107.65,116086.0,112211.0,112898.45,15523.42257
2025-10-29,CRYPTO_BTC,112898.44,113643.73,109200.0,110021.29,21079.71376
2025-10-30,CRYPTO_BTC,110021.3,111592.0,106304.34,108322.88,25988.82838
2025-10-31,CRYPTO_BTC,108322.87,111190.0,108275.28,109608.01,21518.20439
2025-11-01,CRYPTO_BTC,109608.01,110564.49,109394.81,110098.1,7378.50431
2025-11-02,CRYPTO_BTC,110098.1,111250.01,109471.34,110540.68,12107.00087
2025-11-03,CRYPTO_BTC,110540.69,110750.0,105306.56,106583.04,28681.18779
2025-11-04,CRYPTO_BTC,106583.05,107299.0,98944.36,101497.22,50534.87376
2025-11-05,CRYPTO_BTC,101497.23,104534.74,98966.8,103885.16,33778.77571
2025-11-06,CRYPTO_BTC,103885.16,104200.0,100300.95,101346.04,25814.62139
2025-11-07,CRYPTO_BTC,101346.04,104096.36,99260.86,103339.08,32059.50942
2025-11-08,CRYPTO_BTC,103339.09,103406.22,101454.0,102312.94,12390.77985
2025-11-09,CRYPTO_BTC,102312.95,105495.62,101400.0,104722.96,16338.97096
2025-11-10,CRYPTO_BTC,104722.95,106670.11,104265.02,106011.13,22682.25673
2025-11-11,CRYPTO_BTC,106011.13,107500.0,102476.09,103058.99,24196.50718
2025-11-12,CRYPTO_BTC,103059.0,105333.33,100813.59,101654.37,20457.63906
2025-11-13,CRYPTO_BTC,101654.37,104085.01,98000.4,99692.02,36198.50771
2025-11-14,CRYPTO_BTC,99692.03,99866.02,94012.45,94594.0,47288.14481
2025-11-15,CRYPTO_BTC,94594.0,96846.68,94558.49,95596.24,15110.89391
2025-11-16,CRYPTO_BTC,95596.23,96635.11,93005.55,94261.44,23889.4051
2025-11-17,CRYPTO_BTC,94261.45,96043.0,91220.0,92215.14,39218.59806
2025-11-18,CRYPTO_BTC,92215.14,93836.01,89253.78,92960.83,39835.14769
2025-11-19,CRYPTO_BTC,92960.83,92980.22,88608.0,91554.96,32286.6376
2025-11-20,CRYPTO_BTC,91554.96,93160.0,86100.0,86637.23,39733.19073
2025-11-21,CRYPTO_BTC,86637.22,87498.94,80600.0,85129.43,72256.12679
2025-11-22,CRYPTO_BTC,85129.42,85620.0,83500.0,84739.74,14193.93263
2025-11-23,CRYPTO_BTC,84739.75,88127.64,84667.57,86830.0,19734.46418
